conversation_id,customer_tweet_id,customer_text,support_tweet_id,support_text,customer_author_id,customer_created_at,support_created_at
apple_thread_019907,981944,@AppleSupport iPhone 6s with IOS 11,981945,@352820 Thank you. In your email account tap 'Edit' at the top right of the Mail app. From there you can select multiple emails to delete.,352820,Sun Oct 01 13:11:34 +0000 2017,Sun Oct 01 14:55:25 +0000 2017
apple_thread_005539,309909,@AppleSupport why won't iOS 11 install on my iPhone? Keep getting this message? https://t.co/FunNlV8S2o,309908,@189988 Thanks for reaching out. Try the steps here and let us know if it helps:  https://t.co/Ui1yTnOCUz,189988,Sun Oct 01 13:36:04 +0000 2017,Sun Oct 01 15:04:51 +0000 2017
apple_thread_039417,1695849,"My iPhone battery percentage just went

20
19
18
17
16
15
14
13
12
11
10
9

As quickly as your read that. WTF @AppleSupport",1695847,@514488 We have some great steps on our website that can help maximize your battery life. Check it out here: https://t.co/bivpdfBNJ6,514488,Sun Oct 01 13:49:34 +0000 2017,Sun Oct 01 15:07:01 +0000 2017
apple_thread_007129,386734,@AppleSupport Just the phone call,386735,@207559 Would you please join us in DM? We'd like to understand a bit more about what happens when you receive a phone call. https://t.co/GDrqU22YpT,207559,Sun Oct 01 14:01:54 +0000 2017,Sun Oct 01 15:09:27 +0000 2017
apple_thread_003261,195918,"Use phone once on the way to #NRLGF
Phone dies b4 @12748 even hits the stage.
Thnx for the reliable software update @115858
Jerks.",195917,@162085 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,162085,Sun Oct 01 13:58:28 +0000 2017,Sun Oct 01 15:16:26 +0000 2017
apple_thread_005889,326660,@AppleSupport Nope. Just the exclamation mark saying not delivered. Only to android phones. iMessage works perfect,326662,"@193837 If you go to Settings &gt; General &gt; About, and scroll to Version, are you running iOS 11.0 or 11.0.1?",193837,Sun Oct 01 14:23:59 +0000 2017,Sun Oct 01 15:22:00 +0000 2017
apple_thread_004527,261224,@AppleSupport No sir. No delete badge appear on that particular icon. However a restart does the job. Thanks for the help though.,261223,"@178194 You're very welcome, and we're glad to hear that restarting the device helped.",178194,Sun Oct 01 14:34:15 +0000 2017,Sun Oct 01 15:25:27 +0000 2017
apple_thread_004949,286232,If @115858 could fix the music quick thing that would be perfect. I don’t always wanna unlock my phone to change the song.,286231,@184191 What is the exact issue you are having with Apple Music? We'd love to take a look.,184191,Sun Oct 01 15:06:52 +0000 2017,Sun Oct 01 15:40:29 +0000 2017
apple_thread_003367,205675,@AppleSupport due to delivery probs from EE of Apple Watch if I purchased series 3 Watch in USA would it work in Uk on EE,205673,@164735 Great question! It's not possible to use an Apple Watch from a different country with your cellular plan. https://t.co/WuqDNKIme1,164735,Sun Oct 01 15:52:46 +0000 2017,Sun Oct 01 16:36:00 +0000 2017
apple_thread_084271,2984882,"DYK switching off Bluetooth and Wifi in #iOS11’s control panel doesn’t actually switch it off?!

@115858, why sabotage your own brand? https://t.co/VqKrsv5iKI",2984880,@823068 That's normal behavior for disconnecting. Turning Wi-Fi &amp; Bluetooth off is still done in Settings: https://t.co/G7BHuQnDS6,823068,Sun Oct 01 16:00:48 +0000 2017,Sun Oct 01 16:41:00 +0000 2017
apple_thread_004949,286219,@AppleSupport When playing music on iOS 11 this is all I get when I’m in the lock screen or swipe up for task bar. https://t.co/G0os8iXV3k,286217,@184191 Let's take a look into this together. Please send us a DM so we may better assist you. https://t.co/GDrqU2kzhr,184191,Sun Oct 01 16:01:16 +0000 2017,Sun Oct 01 16:46:00 +0000 2017
apple_thread_003999,242496,"@AppleSupport I really dislike this new update, it keeps freezing my phone. And the music app doesn’t show the music on my phone",242494,@173603 Let's see what could be causing this. Is your iPhone unresponsive when using or opening any particular applications?,173603,Sun Oct 01 16:21:45 +0000 2017,Sun Oct 01 17:02:00 +0000 2017
apple_thread_005539,309906,@AppleSupport I've tried deleting the download and reinstalling it and it doesn't get past verifying the update! 🤔,309904,@189988 Do you have access to a different Wi-Fi network you can try updating over? Which iOS version are you currently running?,189988,Sun Oct 01 16:43:02 +0000 2017,Sun Oct 01 17:27:33 +0000 2017
apple_thread_006391,350087,@AppleSupport I get these. I get the code on my phone too. But no prompt on my laptop. Please help. It's been like this for many months now https://t.co/HAWmCSS8S8,350085,@199286 We're here to help. What version of macOS are you currently running? Let us know in DM. https://t.co/GDrqU22YpT,199286,Sun Oct 01 18:23:08 +0000 2017,Sun Oct 01 18:51:01 +0000 2017
apple_thread_005889,326663,@AppleSupport It did it with both. I just upgraded to 11.0.1 and it’s still doing it,326664,@193837 Do you have trouble sending images?,193837,Sun Oct 01 21:40:17 +0000 2017,Sun Oct 01 22:01:00 +0000 2017
apple_thread_013948,693593,"Hey @115858 if you could fix that “this accessory may not be supported” bug with iOS 11, that would be great. Thanks!",693591,@285363 We want to help! What model of device are you having this trouble with? https://t.co/GDrqU22YpT,285363,Sun Oct 01 22:19:53 +0000 2017,Sun Oct 01 22:35:00 +0000 2017
